sep=;
Version CSV1|Tool CLUSTERCONTROLLER|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint comma|Precision 2

;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;Cluster Controller;SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035041 (SI80HRNT SN:1261035041);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035046 (SI80HRNT SN:1261035046);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 1261035123 (SI80HRNT SN:1261035123);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 14625 (SENS0700 SN:14625);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246358 (SN: 1901246358);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901246408 (SN: 1901246408);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901262903 (SN: 1901262903);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901263147 (SN: 1901263147);SN: 1901501309 (Com Gateway SN: 1901501309)
01.06.2019 17:55;1117,13;133;109,87;107,07;0,00;281;49,9;;;;;;;0;13,1;19,3;0;227,99;0;0;1,333;1,333;1,169;1,169;1,202;1,202;;;Ok;NonePrio;None;None;0;0;0;2,1;0;0,20;2;146,50;466;49,91;228,64;0;0;1,114;1,114;1,686;1,686;2;2;Ok;0,10;2;146,50;21;49,89;227,63;0;0;0,886;0,886;1,379;1,379;0,457;0,457;Ok;0,40;2;146,50;-206;49,9;227,71;0;0;2;2;0,443;0,443;1,15;1,15;Ok;0;13,1;19,3;0;Ok;18,7;12,8;925,82;121;82,17;80,04;0,00;;;;0,00;;;;;;-0,01;-0,01;-0,01;;;;;;;;;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 18:00;1117,13;133;109,87;107,07;0,00;-2967;49,95;;;;;;;0;12,8;18,7;0;214,73;0;0;2,161;2,161;2,195;2,195;2,133;2,133;;;Ok;NonePrio;None;None;0;0;0;2,1;0;0,20;2;146,60;-2249;49,96;214,62;0;0;3,422;3,422;3,872;3,872;4,05;4,05;Ok;0,10;2;146,60;-524;49,96;214,8;0;0;1,1;1,1;1,529;1,529;0,964;0,964;Ok;0,40;2;146,60;-194;49,95;214,79;0;0;1,962;1,962;1,185;1,185;1,385;1,385;Ok;0;12,8;18,7;0;Ok;18,8;12,7;925,82;121;82,17;80,04;0,00;;;;0,00;;;;;;-0,01;-0,01;-0,01;;;;;;;;;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 18:05;1117,13;133;109,87;107,07;0,00;-928;50;;;;;;;0;12,6;18,9;0;215,58;0;0;1,15;1,15;1,361;1,361;1,3;1,3;;;Ok;NonePrio;None;None;0;0;0;2,09;0;0,20;2;146,70;-406;50;215,59;0;0;0,743;0,743;1,522;1,522;1,814;1,814;Ok;0,10;2;146,70;-333;50;215,65;0;0;0,8;0,8;1,386;1,386;0,657;0,657;Ok;0,40;2;146,60;-189;50,01;215,51;0;0;1,908;1,908;1,177;1,177;1,431;1,431;Ok;0;12,6;18,9;0;Ok;18,5;12,4;925,82;121;82,17;80,04;0,00;;;;0,00;;;;;;-0,01;-0,01;-0,01;;;;;;;;;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 18:10;1117,13;133;109,87;107,07;0,00;-861;49,98;;;;;;;0;12,3;18,1;0;215,69;0;0;1,259;1,259;1,484;1,484;1,426;1,426;;;Ok;NonePrio;None;None;0;0;0;2,09;0;0,20;2;146,70;-351;49,99;215,67;0;0;0,85;0,85;1,629;1,629;1,993;1,993;Ok;0,10;2;146,70;-323;49,99;215,71;0;0;0,936;0,936;1,586;1,586;0,786;0,786;Ok;0,40;2;146,70;-187;49,98;215,69;0;0;1,992;1,992;1,239;1,239;1,5;1,5;Ok;0;12,3;18,1;0;Ok;18,2;12,4;925,82;121;82,17;80,04;0,00;;;;0,00;;;;;;-0,01;-0,01;-0,01;;;;;;;;;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 18:15;1117,13;133;109,87;107,07;0,00;-862;49,96;;;;;;;0;12,3;17,9;0;216,36;0;0;1,368;1,368;1,438;1,438;1,446;1,446;;;Ok;NonePrio;None;None;0;0;0;2,09;0;0,20;2;146,80;-344;49,97;216,3;0;0;0,986;0,986;1,55;1,55;2,029;2,029;Ok;0,10;2;146,80;-326;49,97;216,42;0;0;1,043;1,043;1,557;1,557;0,779;0,779;Ok;0,40;2;146,80;-192;49,96;216,38;0;0;2,077;2,077;1,208;1,208;1,531;1,531;Ok;0;12,3;17,9;0;Ok;18,1;12,1;925,82;121;82,17;80,04;0,00;;;;0,00;;;;;;-0,01;-0,01;-0,01;;;;;;;;;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 18:20;1117,13;133;109,87;107,07;0,00;-843;49,94;;;;;;;0;12,1;17,8;0;216,69;0;0;1,254;1,254;1,344;1,344;1,368;1,368;;;Ok;NonePrio;None;None;0;0;0;2,09;0;0,20;2;146,90;-334;49,95;216,59;0;0;0,886;0,886;1,479;1,479;1,922;1,922;Ok;0,10;2;146,90;-311;49,94;216,7;0;0;1,022;1,022;1,414;1,414;0,707;0,707;Ok;0,40;2;146,90;-198;49,94;216,78;0;0;1,854;1,854;1,139;1,139;1,477;1,477;Ok;0;12,1;17,8;0;Ok;17,6;11,9;925,82;121;82,17;80,04;0,00;;;;0,00;;;;;;-0,01;-0,01;-0,01;;;;;;;;;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 18:25;1117,13;133;109,87;107,07;0,00;-833;49,9;;;;;;;0;12,1;17,5;0;216,86;0;0;1,105;1,105;1,279;1,279;1,261;1,261;;;Ok;NonePrio;None;None;0;0;0;2,09;0;0,20;2;147,00;-326;49,91;216,9;0;0;0,714;0,714;1,386;1,386;1,75;1,75;Ok;0,10;2;147,00;-312;49,91;216,8;0;0;0,786;0,786;1,322;1,322;0,672;0,672;Ok;0,40;2;147,00;-195;49,9;216,9;0;0;1,815;1,815;1,131;1,131;1,362;1,362;Ok;0;12,1;17,5;0;Ok;17,3;12,3;925,82;121;82,17;80,04;0,00;;;;0,00;;;;;;-0,01;-0,01;-0,01;;;;;;;;;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 18:30;1117,13;133;109,87;107,07;0,00;-825;49,97;;;;;;;0;12,3;17,5;0;216,5;0;0;1,113;1,113;1,442;1,442;1,332;1,332;;;Ok;NonePrio;None;None;0;0;0;2,09;0;0,20;2;147,10;-339;49,98;216,46;0;0;0,722;0,722;1,614;1,614;1,814;1,814;Ok;0,10;2;147,10;-301;49,96;216,31;0;0;0,872;0,872;1,529;1,529;0,729;0,729;Ok;0,40;2;147,10;-185;49,98;216,75;0;0;1,746;1,746;1,185;1,185;1,454;1,454;Ok;0;12,3;17,5;0;Ok;17,4;12,2;925,82;121;82,17;80,04;0,00;;;;0,00;;;;;;-0,01;-0,01;-0,01;;;;;;;;;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 18:35;1117,13;133;109,87;107,07;0,00;-819;49,84;;;;;;;0;12,1;17,9;0;215,03;0;0;1,326;1,326;1,487;1,487;1,433;1,433;;;Ok;NonePrio;None;None;0;0;0;2,09;0;0,20;2;147,20;-325;49,84;214,96;0;0;0,907;0,907;1,672;1,672;2,014;2,014;Ok;0,10;2;147,20;-308;49,84;214,96;0;0;0,986;0,986;1,622;1,622;0,786;0,786;Ok;0,40;2;147,10;-186;49,85;215,18;0;0;2,085;2,085;1,169;1,169;1,5;1,5;Ok;0;12,1;17,9;0;Ok;17,6;11,9;925,82;121;82,17;80,04;0,00;;;;0,00;;;;;;-0,01;-0,01;-0,01;;;;;;;;;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 18:40;1117,13;133;109,87;107,07;0,00;-807;49,92;;;;;;;0;11,9;17,3;0;215,06;0;0;1,392;1,392;1,431;1,431;1,447;1,447;;;Ok;NonePrio;None;None;0;0;0;2,09;0;0,20;2;147,20;-322;49,92;215,01;0;0;0,95;0,95;1,572;1,572;1,986;1,986;Ok;0,10;2;147,20;-304;49,93;215,05;0;0;1,057;1,057;1,522;1,522;0,772;0,772;Ok;0,40;2;147,20;-181;49,92;215,12;0;0;2,169;2,169;1,2;1,2;1,585;1,585;Ok;0;11,9;17,3;0;Ok;17,4;11,7;925,82;121;82,17;80,04;0,00;;;;0,00;;;;;;-0,01;-0,01;-0,01;;;;;;;;;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 18:45;1117,13;133;109,87;107,07;0,00;-786;49,95;;;;;;;0;11,8;17,7;0;215,35;0;0;1,182;1,182;1,275;1,275;1,262;1,262;;;Ok;NonePrio;None;None;0;0;0;2,09;0;0,20;2;147,30;-317;49,96;215,28;0;0;0,743;0,743;1,314;1,314;1,743;1,743;Ok;0,10;2;147,30;-295;49,94;215,29;0;0;0,864;0,864;1,336;1,336;0,636;0,636;Ok;0,40;2;147,30;-174;49,95;215,48;0;0;1,939;1,939;1,177;1,177;1,408;1,408;Ok;0;11,8;17,7;0;Ok;17,7;11,6;925,82;121;82,17;80,04;0,00;;;;0,00;;;;;;-0,01;-0,01;-0,01;;;;;;;;;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 18:50;1117,13;133;109,87;107,07;0,00;-779;49,88;;;;;;;0;11,5;17,6;0;214,91;0;0;1,083;1,083;1,325;1,325;1,262;1,262;;;Ok;NonePrio;None;None;0;0;0;2,09;0;0,20;2;147,40;-310;49,89;214,77;0;0;0,693;0,693;1,4;1,4;1,757;1,757;Ok;0,10;2;147,40;-295;49,89;214,85;0;0;0,772;0,772;1,422;1,422;0,614;0,614;Ok;0,40;2;147,40;-174;49,88;215,11;0;0;1,785;1,785;1,154;1,154;1,415;1,415;Ok;0;11,5;17,6;0;Ok;17,5;11,3;925,82;121;82,17;80,04;0,00;;;;0,00;;;;;;-0,01;-0,01;-0,01;;;;;;;;;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 18:55;1117,13;133;109,87;107,07;0,00;-772;49,98;;;;;;;0;11,2;17,6;0;215,76;0;0;1,209;1,209;1,426;1,426;1,383;1,383;;;Ok;NonePrio;None;None;0;0;0;2,09;0;0,20;2;147,50;-299;49,99;215,71;0;0;0,772;0,772;1,593;1,593;1,95;1,95;Ok;0,10;2;147,50;-283;49,98;215,76;0;0;0,95;0,95;1,557;1,557;0,722;0,722;Ok;0,40;2;147,50;-190;49,99;215,81;0;0;1,907;1,907;1,129;1,129;1,479;1,479;Ok;0;11,2;17,6;0;Ok;17,5;11;925,82;121;82,17;80,04;0,00;;;;0,00;;;;;;-0,01;-0,01;-0,01;;;;;;;;;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
01.06.2019 19:00;1117,13;133;109,87;107,07;0,00;-775;49,94;;;;;;;0;11;17,1;0;215,81;0;0;1,336;1,336;1,517;1,517;1,501;1,501;;;Ok;NonePrio;None;None;0;0;0;2,09;0;0,20;2;147,60;-313;49,95;215,79;0;0;0,936;0,936;1,7;1,7;2,15;2,15;Ok;0,10;2;147,60;-290;49,95;215,82;0;0;1,157;1,157;1,636;1,636;0,814;0,814;Ok;0,40;2;147,60;-172;49,93;215,84;0;0;1,915;1,915;1,215;1,215;1,539;1,539;Ok;0;11;17,1;0;Ok;16,7;11;925,82;121;82,17;80,04;0,00;;;;0,00;;;;;;-0,01;-0,01;-0,01;;;;;;;;;Ok;NonePrio;None;None;107,94;6;9,33;9,18;0,00;13964;49,95;1,00;1146,92;762,97;762,9;14,081;4,731;14,692;227,2;234,43;234,45;20,058;20,058;20,033;20,033;20,093;20,093;10739;3607;Ok;NonePrio;None;None;47,70;3;9,26;8,97;0,00;7667;49,95;1,00;2535,06;744,46;187,94;9,408;4,608;9,726;227,46;234,75;234,74;11,004;11,004;10,976;10,976;11,028;11,028;7002;863;Ok;NonePrio;None;None;35,67;3;9,11;8,88;0,00;3463;49,95;8,00;2274,83;578,53;309,92;4,232;3,423;4,954;227,27;234,6;234,82;4,969;4,969;4,965;4,965;4,984;4,984;2441;1054;Ok;NonePrio;None;None;Ok
